id,carat,cut,color,clarity,depth,table,x,y,z,price
91522,1.56,Ideal,H,VS2,61.6,57.0,7.48,7.45,4.59,12209
2208,0.33,Ideal,H,IF,62.0,54.0,4.46,4.48,2.77,956
43163,0.87,Ideal,F,SI1,61.9,54.0,6.14,6.19,3.82,4011
99407,0.51,Ideal,E,VS2,61.8,56.0,5.13,5.16,3.17,1608
10042,0.7,Ideal,H,VS2,61.3,56.0,5.73,5.77,3.53,2674
43193,0.48,Premium,F,SI1,62.3,58.0,5.03,4.99,3.12,1415
97901,0.71,Very Good,G,VS2,60.8,56.0,5.77,5.73,3.5,3047
89063,0.72,Ideal,E,SI2,61.6,55.0,5.79,5.81,3.57,2573
31012,0.32,Ideal,D,SI1,62.0,54.0,4.42,4.44,2.74,552
50985,1.04,Good,I,SI1,63.7,56.0,6.4,6.38,4.06,4188
12374,2.01,Very Good,E,SI2,63.0,58.0,7.98,8.03,5.06,16723
81910,1.01,Very Good,G,VVS2,63.5,56.0,6.37,6.34,4.04,7267
43758,1.01,Premium,H,SI1,62.1,58.0,6.33,6.36,3.94,4830
24713,2.01,Ideal,H,SI1,62.0,57.0,8.08,8.05,5.0,16224
51450,0.42,Ideal,F,SI1,61.8,56.0,4.79,4.75,2.95,945
27146,0.3,Premium,F,VS2,62.4,60.0,4.26,4.28,2.67,605
1233,0.32,Ideal,I,VS1,63.0,56.0,4.35,4.29,2.72,505
74446,1.01,Ideal,E,SI1,61.4,55.0,6.47,6.5,3.99,5551
73833,0.41,Ideal,H,IF,61.9,55.0,4.76,4.79,2.96,1187
22709,0.31,Very Good,G,VS2,61.4,58.0,4.32,4.35,2.67,544
76426,0.34,Ideal,H,VVS2,62.2,53.0,4.49,4.54,2.81,705
18772,1.51,Premium,F,VS2,62.6,57.0,7.35,7.3,4.58,12467
5556,1.51,Premium,J,VS2,59.2,59.0,7.51,7.43,4.44,7553
86138,1.2,Premium,G,VS2,63.0,59.0,6.74,6.67,4.22,6662
75014,1.05,Very Good,E,SI2,62.3,59.0,6.48,6.53,4.04,5761
52854,1.5,Good,H,VS1,61.6,61.0,7.32,7.3,4.5,10962
64308,0.31,Ideal,G,IF,61.2,55.0,4.37,4.4,2.68,863
20521,0.81,Very Good,J,SI2,61.0,63.0,6.05,6.11,3.67,2418
55352,1.07,Ideal,J,SI1,60.9,56.0,6.6,6.58,4.03,4330
69288,1.07,Ideal,G,VVS2,61.6,56.0,6.55,6.59,4.05,9556
22451,0.38,Ideal,I,VVS1,62.3,56.0,4.65,4.68,2.9,852
23038,0.53,Ideal,F,I1,61.4,55.0,5.2,5.23,3.2,1016
42882,2.03,Very Good,I,SI1,60.8,61.0,8.14,8.25,4.97,15662
83072,0.32,Ideal,F,VS2,62.2,57.0,4.32,4.35,2.7,828
67726,0.52,Ideal,D,VS2,62.0,55.0,5.14,5.17,3.2,1778
80671,0.7,Good,F,VS2,63.3,55.0,5.59,5.64,3.56,2573
85529,0.32,Very Good,G,VS2,62.5,59.0,4.36,4.38,2.73,561
80315,0.3,Ideal,I,VS1,61.4,57.0,4.33,4.37,2.67,491
51080,0.38,Very Good,G,SI2,60.5,57.0,4.7,4.75,2.86,638
80564,0.81,Ideal,E,SI1,62.9,56.0,5.99,5.97,3.76,3148
96711,0.34,Ideal,E,SI1,61.5,54.0,4.5,4.48,2.76,765
56953,1.29,Ideal,G,SI2,61.7,57.0,7.03,6.96,4.32,6097
57596,1.7,Ideal,H,VS2,61.1,57.0,7.72,7.65,4.69,12907
77904,0.71,Premium,G,VS2,61.5,60.0,5.76,5.73,3.53,2974
73964,0.3,Ideal,H,SI1,61.3,54.0,4.33,4.36,2.66,450
90364,0.38,Ideal,E,VS2,61.3,56.0,4.67,4.71,2.88,852
28280,1.22,Premium,H,VS1,62.0,59.0,6.88,6.74,4.23,7088
51556,0.3,Ideal,E,SI1,61.3,57.0,4.34,4.37,2.67,526
38484,1.06,Ideal,G,SI2,61.6,57.0,6.55,6.51,4.02,4419
24564,0.71,Very Good,D,SI1,62.8,57.0,5.75,5.71,3.59,3075
9383,0.7,Ideal,G,VS2,61.7,60.0,5.66,5.72,3.51,2496
82727,1.01,Good,G,SI1,62.9,60.0,6.29,6.35,3.97,4685
95237,0.54,Ideal,E,VS1,61.4,56.0,5.22,5.25,3.22,2293
99851,0.32,Ideal,D,SI1,62.1,54.0,4.4,4.42,2.74,756
43051,1.24,Premium,F,VS1,61.5,60.0,6.86,6.9,4.24,9060
17678,0.52,Very Good,D,SI1,60.5,57.0,5.17,5.26,3.16,1688
34037,0.42,Ideal,G,IF,61.5,56.0,4.8,4.82,2.96,1101
53137,2.01,Good,J,VS1,59.4,58.0,8.16,8.21,4.87,16469
40139,0.51,Ideal,F,SI1,62.2,56.0,5.09,5.13,3.17,1433
41620,1.0,Premium,D,SI2,62.1,59.0,6.38,6.36,3.96,5420
19268,0.41,Ideal,G,VS1,62.3,57.0,4.77,4.8,2.98,899
28848,0.3,Ideal,D,VS2,61.7,55.0,4.35,4.32,2.67,911
66414,1.0,Premium,H,VS2,61.7,58.0,6.38,6.41,3.94,4891
28692,1.08,Premium,D,SI1,59.4,62.0,6.73,6.69,4.0,5851
95113,0.33,Ideal,E,VS1,62.9,57.0,4.44,4.41,2.78,769
54848,0.75,Very Good,D,VS2,62.1,58.0,5.79,5.81,3.6,2945
59087,0.79,Premium,J,SI1,61.2,60.0,5.98,5.94,3.64,1848
3763,0.5,Very Good,E,SI1,62.1,56.0,5.08,5.11,3.16,1260
95834,1.03,Fair,E,SI2,66.0,56.0,6.25,6.27,4.15,4201
31485,0.9,Very Good,D,SI1,60.6,59.0,6.12,6.17,3.73,4679
76345,0.71,Premium,D,SI1,60.1,58.0,5.81,5.74,3.48,3052
57677,1.01,Good,F,SI1,63.7,56.0,6.35,6.32,4.03,5712
11346,0.52,Very Good,F,VS2,59.7,59.0,5.22,5.27,3.12,1593
61281,0.32,Ideal,D,VS2,61.6,56.0,4.38,4.35,2.69,972
31052,0.54,Very Good,F,VVS2,61.5,57.0,5.2,5.24,3.21,2079
42999,1.01,Premium,E,SI1,61.4,60.0,6.41,6.34,3.92,5324
96780,0.7,Premium,F,SI2,60.9,58.0,5.73,5.74,3.49,2344
8136,1.67,Ideal,H,VS2,62.0,57.0,7.6,7.55,4.69,10357
42179,0.61,Ideal,G,SI1,62.0,56.0,5.43,5.5,3.4,1580
89809,1.01,Premium,E,SI1,60.8,60.0,6.42,6.47,3.93,5456
87285,1.31,Premium,H,SI2,59.7,62.0,7.07,7.0,4.2,6230
11769,0.53,Premium,F,SI1,61.1,59.0,5.25,5.2,3.2,1707
64810,0.72,Ideal,F,SI1,62.1,56.0,5.69,5.73,3.55,2498
68948,0.32,Ideal,D,SI1,60.8,56.0,4.47,4.44,2.71,756
35016,0.55,Ideal,F,SI1,62.7,57.0,5.2,5.23,3.27,1380
80902,1.52,Premium,E,VS1,63.0,59.0,7.32,7.3,4.62,14998
87112,0.75,Ideal,J,SI1,62.1,57.0,5.85,5.81,3.61,2066
85056,0.54,Premium,G,VS2,61.1,60.0,5.25,5.22,3.19,1637
74047,0.7,Premium,E,SI2,62.6,58.0,5.69,5.65,3.55,2273
14652,1.52,Premium,G,VS1,61.9,58.0,7.37,7.3,4.55,14105
166,0.74,Premium,D,SI2,61.9,59.0,5.81,5.77,3.59,2686
24576,0.71,Ideal,H,SI1,60.9,56.0,5.76,5.79,3.52,3041
35921,0.53,Ideal,D,VS2,61.9,57.0,5.21,5.18,3.22,1617
51544,0.72,Ideal,D,VVS1,61.4,56.0,5.75,5.8,3.55,3713
12236,0.34,Good,F,VS2,63.7,55.0,4.43,4.43,2.82,880
34096,0.71,Very Good,F,SI2,63.3,54.0,5.67,5.7,3.6,2365
72452,0.54,Ideal,G,SI2,62.0,56.0,5.21,5.24,3.25,1179
43725,0.33,Very Good,H,VS1,61.5,58.0,4.39,4.42,2.71,579
61492,0.24,Very Good,F,VS1,61.7,58.0,3.93,3.95,2.43,419
10771,1.01,Premium,H,SI2,62.3,58.0,6.38,6.34,3.96,4232
19189,0.41,Very Good,F,VVS2,62.0,55.0,4.76,4.78,2.95,1192
61146,0.76,Ideal,G,SI1,61.3,56.0,5.85,5.91,3.61,2994
84637,0.72,Ideal,E,VS1,61.4,56.0,5.76,5.8,3.55,2946
77917,0.39,Premium,G,VVS2,62.0,58.0,4.66,4.62,2.88,1024
35564,1.17,Premium,G,SI1,61.6,60.0,6.78,6.8,4.19,7500
85383,0.71,Premium,D,VS2,62.0,60.0,5.73,5.66,3.53,2822
13549,0.4,Ideal,E,VS1,62.3,56.0,4.69,4.7,2.92,901
84470,1.01,Premium,G,SI1,62.2,60.0,6.35,6.32,3.95,4315
7196,0.32,Ideal,G,VS2,61.8,57.0,4.38,4.35,2.7,561
44449,0.52,Ideal,E,SI1,61.9,56.0,5.15,5.18,3.19,1547
38474,1.2,Premium,D,SI2,62.8,56.0,6.82,6.7,4.24,7539
86337,0.33,Ideal,H,SI1,61.2,56.0,4.46,4.49,2.74,446
17984,0.72,Ideal,D,VS2,61.3,56.0,5.78,5.81,3.55,3462
31172,0.32,Premium,G,VVS2,61.2,58.0,4.43,4.4,2.7,936
66892,1.02,Ideal,G,VS1,63.0,57.0,6.4,6.42,4.04,6442
10109,0.42,Ideal,G,IF,61.8,56.0,4.82,4.85,2.99,1289
91408,0.23,Ideal,G,VS1,62.9,54.0,3.93,3.94,2.48,404
20729,1.11,Premium,H,SI1,62.3,57.0,6.61,6.57,4.11,4603
411,0.36,Ideal,E,VVS1,60.7,56.0,4.59,4.61,2.8,839
22319,0.31,Ideal,D,VVS2,61.6,56.0,4.42,4.38,2.71,988
16387,0.4,Premium,E,VS2,62.4,59.0,4.75,4.72,2.95,975
70635,0.72,Very Good,F,SI1,63.1,57.0,5.69,5.73,3.61,2608
43562,0.51,Ideal,G,VVS2,61.8,56.0,5.18,5.13,3.18,1859
83519,0.54,Ideal,E,SI1,61.3,56.0,5.21,5.25,3.21,1577
286,0.51,Ideal,G,SI2,62.6,57.0,5.08,5.12,3.2,1181
46589,0.57,Ideal,F,VS1,60.8,56.0,5.38,5.35,3.28,2242
91830,0.33,Very Good,E,SI1,61.7,61.0,4.31,4.34,2.67,579
56949,0.5,Ideal,D,VS2,61.8,55.0,5.08,5.12,3.15,1877
21450,0.32,Very Good,I,VS2,62.8,57.0,4.35,4.38,2.74,461
81983,0.53,Good,H,VS2,65.3,61.0,5.11,5.14,3.31,1049
93485,0.5,Premium,F,SI2,61.0,60.0,5.13,5.07,3.11,1172
20558,1.02,Ideal,F,VS2,60.7,56.0,6.55,6.6,3.99,6794
97749,1.0,Ideal,F,SI2,62.8,57.0,6.37,6.34,3.99,4144
61580,0.4,Ideal,F,VVS2,62.2,55.0,4.75,4.77,2.96,1010
64697,1.5,Premium,D,SI1,60.8,58.0,7.4,7.36,4.49,11351
29570,1.01,Good,E,SI1,64.1,58.0,6.34,6.29,4.04,4559
26992,0.51,Very Good,G,SI1,60.9,59.0,5.12,5.14,3.12,1270
91464,0.5,Very Good,G,VS2,62.9,57.0,5.07,5.04,3.19,1378
67870,0.33,Ideal,G,VS1,62.6,54.0,4.47,4.48,2.8,854
53100,0.32,Very Good,H,VS2,62.9,54.0,4.36,4.41,2.76,648
37628,0.4,Premium,G,VS2,62.1,58.0,4.69,4.66,2.91,887
18792,1.01,Very Good,G,VS2,62.6,59.0,6.32,6.43,3.99,5050
52680,0.34,Ideal,H,SI1,61.2,57.0,4.51,4.54,2.77,434
26752,0.56,Ideal,E,VS2,61.3,57.0,5.3,5.33,3.26,1821
87394,0.73,Good,F,SI1,63.8,57.0,5.64,5.72,3.62,2409
80794,1.3,Ideal,I,VS2,62.0,56.0,7.03,6.98,4.35,7151
75928,1.54,Ideal,I,VS2,62.0,57.0,7.43,7.36,4.58,10215
17261,1.08,Ideal,E,SI1,61.7,56.0,6.64,6.61,4.08,6814
37056,0.41,Premium,G,SI1,61.5,59.0,4.75,4.72,2.92,706
72176,0.7,Very Good,F,SI1,61.1,56.0,5.74,5.77,3.52,2505
53271,1.51,Ideal,E,SI1,62.5,57.0,7.37,7.34,4.6,11520
4258,1.0,Ideal,D,SI2,62.1,57.0,6.44,6.39,3.98,4553
75972,1.0,Very Good,I,SI1,62.1,57.0,6.33,6.36,3.95,3360
5599,0.3,Ideal,H,VVS1,61.3,55.0,4.34,4.33,2.66,684
8097,0.7,Premium,F,SI2,61.0,60.0,5.7,5.77,3.49,2277
84123,0.34,Ideal,H,VVS2,63.0,57.0,4.48,4.51,2.83,664
71836,0.25,Very Good,E,VVS2,62.8,55.0,4.01,4.06,2.52,520
87976,0.34,Ideal,H,IF,61.2,56.0,4.49,4.53,2.76,901
47674,1.0,Very Good,G,VS2,63.2,58.0,6.31,6.27,3.98,5242
6345,1.12,Very Good,G,VS2,60.6,58.0,6.75,6.77,4.1,6399
85564,0.51,Premium,F,SI1,62.4,59.0,5.11,5.08,3.18,1166
83080,0.3,Ideal,F,VVS1,62.3,56.0,4.32,4.27,2.68,945
42950,1.27,Premium,F,SI2,62.0,58.0,6.94,6.88,4.28,6239
59131,0.35,Ideal,F,VS1,61.4,56.0,4.57,4.54,2.8,739
98425,0.39,Premium,E,SI2,61.6,60.0,4.63,4.66,2.86,651
94791,1.01,Ideal,D,SI1,62.0,57.0,6.43,6.4,3.98,5939
37352,1.0,Premium,G,SI1,61.0,57.0,6.35,6.38,3.89,4202
78649,0.61,Very Good,I,SI2,61.9,54.0,5.43,5.46,3.37,1220
78236,0.76,Premium,F,SI2,59.7,61.0,5.97,6.0,3.56,2835
42852,0.3,Ideal,F,IF,62.2,57.0,4.29,4.31,2.67,886
46312,2.01,Good,I,SI2,63.5,58.0,8.12,7.99,5.08,13956
21264,0.4,Ideal,D,SI1,60.4,57.0,4.76,4.77,2.88,898
50324,0.41,Ideal,F,VS1,60.8,56.0,4.8,4.83,2.93,1076
30601,0.31,Premium,D,VS1,61.2,59.0,4.34,4.32,2.65,771
64850,0.9,Very Good,F,VS1,59.5,63.0,6.28,6.32,3.75,5131
85286,0.41,Ideal,H,VVS2,62.2,55.0,4.74,4.77,2.96,863
51938,1.2,Very Good,J,SI1,62.1,58.0,6.72,6.77,4.18,5037
92000,0.3,Very Good,F,VS1,59.6,59.0,4.37,4.41,2.62,652
62108,1.2,Premium,H,SI1,61.7,59.0,6.82,6.68,4.16,6236
75389,0.9,Very Good,F,VS1,63.1,59.0,6.15,6.11,3.86,4324
65749,0.2,Ideal,F,VS2,61.7,57.0,3.82,3.78,2.31,367
17061,0.81,Ideal,E,SI2,61.7,56.0,6.0,6.03,3.7,2797
4174,1.01,Premium,G,VS1,61.5,58.0,6.42,6.38,3.94,6044
39109,1.41,Ideal,J,VVS2,62.6,57.0,7.17,7.12,4.48,7819
38182,2.14,Premium,H,SI1,60.8,60.0,8.23,8.16,5.0,16687
47865,0.72,Premium,G,VS1,61.9,58.0,5.76,5.71,3.55,2604
75588,0.32,Ideal,F,VS2,62.6,55.0,4.33,4.36,2.72,666
77560,1.01,Premium,H,SI1,59.6,62.0,6.48,6.51,3.88,4183
91709,0.43,Premium,G,VVS2,62.4,55.0,4.78,4.76,2.98,1129
48910,0.32,Ideal,E,VS2,61.5,57.0,4.38,4.42,2.71,677
24928,1.08,Premium,G,SI2,61.7,60.0,6.55,6.54,4.03,4637
68740,1.08,Premium,F,SI2,62.9,58.0,6.54,6.5,4.1,4149
36203,0.52,Ideal,E,VS2,62.0,57.0,5.16,5.2,3.21,1691
82363,1.0,Good,H,SI2,63.8,57.0,6.29,6.35,4.03,3832
16552,1.61,Ideal,G,VS2,62.7,55.0,7.48,7.44,4.67,12707
82449,0.54,Ideal,H,VS1,60.9,57.0,5.28,5.31,3.21,1591
67961,1.22,Ideal,H,SI1,62.0,56.0,6.87,6.89,4.27,5998
9875,0.42,Ideal,G,SI1,61.7,56.0,4.83,4.84,2.98,990
81108,0.4,Premium,E,VS2,62.7,58.0,4.73,4.73,2.97,842
23848,1.05,Premium,F,SI2,58.9,59.0,6.68,6.59,3.9,4761
66451,1.2,Very Good,G,VS2,63.5,58.0,6.65,6.75,4.25,7988
22825,0.4,Ideal,H,VS1,62.3,56.0,4.72,4.67,2.93,1059
38877,1.53,Premium,G,VS2,62.3,59.0,7.33,7.27,4.55,12773
86275,0.53,Very Good,H,VVS1,62.0,55.0,5.2,5.26,3.24,1838
88447,1.01,Ideal,H,SI2,62.7,56.0,6.4,6.43,4.02,4317
47358,0.33,Ideal,I,VVS1,61.8,55.0,4.46,4.49,2.77,579
53849,0.36,Ideal,E,VVS1,61.2,56.0,4.61,4.56,2.81,1013
27196,1.2,Very Good,I,SI1,63.1,55.0,6.7,6.66,4.22,5272
39550,0.7,Good,F,SI1,63.8,58.0,5.57,5.63,3.56,2106
60891,0.56,Premium,F,VS2,61.6,58.0,5.32,5.29,3.27,1876
76404,0.33,Ideal,D,VVS1,61.9,56.0,4.38,4.42,2.72,934
58016,0.36,Ideal,E,VVS2,62.3,56.0,4.58,4.55,2.86,1012
5132,0.91,Very Good,D,SI2,61.3,57.0,6.25,6.28,3.85,4395
88179,0.54,Ideal,D,VS2,60.9,56.0,5.25,5.29,3.21,1986
92685,1.51,Very Good,H,VS1,63.1,57.0,7.31,7.38,4.64,11688
26281,0.94,Premium,G,SI1,63.0,59.0,6.26,6.24,3.93,4062
15622,0.73,Very Good,E,VS2,60.1,60.0,5.8,5.85,3.51,2978
57977,0.4,Very Good,E,VS2,63.2,56.0,4.73,4.69,2.98,943
19099,0.7,Good,F,SI1,64.0,56.0,5.52,5.59,3.56,2283
81209,0.41,Ideal,E,SI1,61.7,56.0,4.76,4.8,2.95,945
54285,1.59,Ideal,G,VS2,61.0,59.0,7.59,7.55,4.62,15843
96380,0.37,Very Good,F,SI1,60.1,60.0,4.65,4.68,2.79,696
51363,0.91,Very Good,F,SI2,63.7,57.0,6.13,6.18,3.92,3854
53984,0.52,Premium,E,VS1,58.1,59.0,5.47,5.38,3.09,2012
16699,1.0,Very Good,F,VS2,63.3,57.0,6.39,6.37,4.03,6630
25629,1.34,Premium,H,SI1,62.1,56.0,7.07,7.1,4.4,7473
2918,0.7,Very Good,E,SI2,62.9,57.0,5.64,5.68,3.55,2329
83723,1.75,Ideal,D,SI1,62.0,57.0,7.71,7.74,4.78,16241
22894,1.12,Premium,H,VS2,61.7,58.0,6.73,6.68,4.13,5833
62376,0.55,Premium,I,SI1,61.4,57.0,5.27,5.27,3.24,1151
71996,1.21,Ideal,H,SI1,62.1,56.0,6.82,6.84,4.25,6606
44205,1.01,Premium,H,SI2,63.0,61.0,6.37,6.33,4.0,3738
43358,1.13,Good,F,VS1,63.3,56.0,6.67,6.61,4.2,8109
79494,1.0,Fair,I,VS2,65.1,58.0,6.23,6.18,4.05,4435
90707,0.3,Ideal,G,IF,60.6,58.0,4.38,4.35,2.64,894
9477,0.3,Ideal,D,SI2,61.9,56.0,4.37,4.34,2.69,575
53913,0.9,Ideal,I,SI1,61.1,57.0,6.24,6.29,3.83,3564
52239,0.31,Premium,G,VS1,59.2,59.0,4.41,4.37,2.59,802
55627,1.27,Very Good,H,VS1,62.1,58.0,6.86,6.93,4.29,8915
33430,0.51,Ideal,F,VVS1,62.7,54.0,5.08,5.11,3.19,2082
40652,0.78,Very Good,D,SI2,63.8,57.0,5.83,5.87,3.74,2550
21574,0.9,Good,F,SI1,63.3,57.0,6.08,6.11,3.85,3669
86265,0.4,Ideal,E,VVS2,61.5,55.0,4.79,4.76,2.93,1238
80845,0.61,Ideal,D,SI1,59.4,57.0,5.56,5.52,3.28,2027
54100,1.0,Ideal,F,SI1,61.7,56.0,6.41,6.39,3.94,5936
4590,1.04,Ideal,E,SI1,61.0,55.0,6.52,6.58,4.0,7523
73172,0.32,Premium,D,VVS1,59.7,60.0,4.45,4.47,2.66,682
13078,0.7,Ideal,G,VS2,62.8,56.0,5.65,5.68,3.56,3253
51996,0.33,Ideal,E,SI1,61.9,55.0,4.42,4.47,2.76,579
10879,1.52,Ideal,H,SI1,62.8,55.0,7.32,7.3,4.59,10038
82030,1.31,Premium,H,VVS2,61.6,58.0,7.02,7.06,4.32,10761
75203,0.9,Very Good,G,VS2,59.7,59.0,6.26,6.29,3.74,4509
64849,1.54,Premium,G,VS2,61.4,59.0,7.44,7.39,4.56,13112
45567,0.42,Premium,D,SI2,61.2,60.0,4.81,4.85,2.96,852
49449,1.61,Premium,I,SI2,61.7,58.0,7.58,7.53,4.66,8355
8487,1.51,Very Good,F,VS2,62.5,57.0,7.23,7.3,4.55,12745
59746,0.42,Ideal,G,VS1,61.2,57.0,4.79,4.83,2.94,1020
29577,0.51,Premium,G,VS2,61.8,58.0,5.18,5.14,3.18,1446
68033,2.05,Ideal,I,SI2,62.6,57.0,8.11,8.06,5.06,12978
97946,0.53,Very Good,F,SI1,60.9,60.0,5.18,5.22,3.16,1232
3103,0.32,Ideal,G,IF,61.9,54.0,4.42,4.45,2.74,896
23245,1.2,Premium,H,SI2,62.7,61.0,6.72,6.66,4.18,4788
50623,1.2,Very Good,H,VS2,61.7,56.0,6.8,6.85,4.21,7817
45024,0.76,Ideal,E,VS2,61.1,56.0,5.91,5.94,3.62,3162
89500,1.01,Very Good,G,VVS2,63.1,59.0,6.29,6.41,4.01,6670
66436,1.0,Good,J,SI2,63.9,63.0,6.27,6.31,4.02,3293
84461,0.42,Very Good,E,VS1,60.9,57.0,4.86,4.88,2.96,1105
53756,0.52,Ideal,D,SI1,61.9,56.0,5.19,5.15,3.2,1720
29036,1.13,Premium,J,VS2,61.2,59.0,6.71,6.67,4.1,5049
91628,1.04,Very Good,F,SI1,62.3,59.0,6.42,6.49,4.02,4869
98413,1.21,Premium,H,SI2,60.2,59.0,6.94,6.87,4.15,5192
98216,0.32,Ideal,I,VS1,60.9,57.0,4.41,4.44,2.69,505
43543,0.7,Fair,E,SI2,65.7,58.0,5.59,5.56,3.63,2112
25551,2.05,Ideal,J,SI1,61.1,57.0,8.16,8.23,5.01,15773
60527,1.26,Very Good,G,VS1,62.4,58.0,6.88,6.92,4.3,8271
71828,1.01,Very Good,F,VS2,62.0,56.0,6.41,6.42,3.98,7072
94847,0.32,Ideal,G,VVS2,62.5,56.0,4.4,4.37,2.74,878
95833,0.25,Very Good,E,VVS2,61.9,58.0,4.07,4.1,2.53,575
47032,0.55,Very Good,F,VS1,61.0,58.0,5.33,5.36,3.25,1749
40653,1.5,Premium,G,VS2,62.2,58.0,7.32,7.22,4.52,12618
67186,1.0,Premium,H,SI1,60.4,58.0,6.46,6.42,3.89,4990
32908,0.7,Very Good,E,SI2,62.9,56.0,5.65,5.68,3.56,2362
82064,1.03,Ideal,G,VS1,62.5,56.0,6.46,6.44,4.03,6669
77369,2.2,Ideal,G,SI2,61.6,56.0,8.49,8.36,5.2,18259
84584,0.3,Ideal,D,VVS2,61.6,57.0,4.31,4.33,2.66,1187
56972,0.5,Very Good,G,SI1,59.1,58.0,5.19,5.23,3.08,1321
74827,0.53,Good,D,SI2,63.5,55.0,5.12,5.09,3.24,1232
74646,1.01,Good,E,VS2,64.3,59.0,6.31,6.35,4.07,6289
13743,1.51,Premium,G,VS2,60.8,58.0,7.42,7.46,4.52,14383
59767,0.31,Premium,G,VS2,59.9,59.0,4.44,4.39,2.64,665
27865,0.81,Premium,F,VVS2,61.9,58.0,5.99,5.96,3.69,5174
78541,0.3,Ideal,I,VS1,62.4,54.0,4.26,4.28,2.67,486
18340,0.51,Ideal,H,VS2,62.4,53.0,5.11,5.17,3.2,1427
78800,0.71,Ideal,I,VS1,62.4,57.0,5.66,5.68,3.54,2511
39757,0.52,Ideal,D,VS2,62.3,55.0,5.14,5.12,3.19,1822
16548,0.7,Very Good,E,VVS2,62.6,60.0,5.61,5.65,3.52,2844
72785,0.32,Premium,D,VS2,62.0,59.0,4.41,4.39,2.73,972
15698,1.2,Ideal,I,VS1,60.9,56.0,6.79,6.82,4.14,5581
83974,0.77,Ideal,F,VS2,60.9,57.0,5.93,5.87,3.6,3318
28234,1.23,Ideal,F,SI2,60.6,57.0,6.99,6.96,4.22,5761
45562,0.71,Very Good,I,SI1,62.5,65.0,5.72,5.65,3.55,2032
60245,0.52,Premium,G,VS1,60.6,60.0,5.19,5.16,3.14,1815
71124,1.02,Premium,E,SI2,60.6,58.0,6.52,6.47,3.94,4312
95229,0.77,Ideal,F,SI2,61.9,54.0,5.87,5.9,3.64,2635
58828,2.06,Ideal,I,SI2,62.4,54.0,8.09,8.17,5.07,14281
13554,0.7,Very Good,H,SI1,62.8,58.0,5.63,5.7,3.55,1974
97647,0.5,Very Good,I,VS2,63.4,55.0,5.04,5.07,3.21,1220
97602,0.7,Premium,D,SI1,59.2,60.0,5.81,5.77,3.42,2789
69178,0.53,Ideal,E,VS1,61.9,56.0,5.2,5.17,3.21,1986
19691,0.54,Premium,G,VS1,59.9,59.0,5.28,5.32,3.18,1957
53965,0.78,Ideal,G,SI2,61.8,54.0,5.94,5.9,3.67,2902
93641,2.02,Very Good,H,SI2,59.9,59.0,8.21,8.29,4.94,17805
78143,0.7,Ideal,F,VS2,61.4,57.0,5.68,5.71,3.5,2863
39398,0.26,Very Good,F,VVS2,61.5,56.0,4.13,4.15,2.54,664
48440,0.32,Premium,H,VS2,60.2,58.0,4.44,4.5,2.69,505
62020,1.15,Premium,G,VS1,62.9,58.0,6.66,6.69,4.19,6843
79420,1.11,Ideal,E,SI2,62.2,55.0,6.65,6.68,4.15,4768
49273,0.31,Ideal,F,VS2,62.0,54.0,4.35,4.39,2.71,586
31036,0.61,Ideal,G,VVS1,62.0,55.0,5.4,5.44,3.36,2668
37345,0.31,Premium,D,VS2,61.2,59.0,4.37,4.4,2.68,732
66684,0.62,Premium,J,SI2,59.5,60.0,5.55,5.5,3.31,1041
28077,0.3,Ideal,F,IF,62.1,58.0,4.28,4.31,2.66,742
68995,0.54,Ideal,G,VS1,61.8,56.0,5.28,5.31,3.27,1957
49605,1.24,Ideal,G,VS2,62.0,56.0,6.89,6.87,4.28,8454
51528,1.11,Premium,G,VS2,61.3,58.0,6.63,6.71,4.09,6738
30753,1.54,Ideal,G,SI2,61.9,56.0,7.38,7.42,4.58,9901
63266,0.3,Very Good,H,VS1,63.3,58.0,4.26,4.24,2.69,675
14280,0.9,Fair,H,VS1,65.8,56.0,6.08,6.03,3.93,3407
44086,1.51,Ideal,I,VS1,61.8,56.0,7.31,7.38,4.55,11032
84372,1.01,Very Good,H,SI2,62.8,59.0,6.36,6.39,4.0,4497
14927,1.02,Ideal,F,VVS1,62.5,56.0,6.4,6.43,4.01,9702
16104,0.9,Very Good,G,SI1,62.9,58.0,6.08,6.12,3.84,3713
44884,0.3,Ideal,H,VS1,62.2,54.0,4.32,4.35,2.7,524
43285,1.59,Ideal,G,SI1,61.6,55.0,7.52,7.5,4.63,11686
35747,1.26,Very Good,F,VS1,63.3,59.0,6.79,6.82,4.3,9301
80694,0.9,Ideal,F,SI2,62.2,56.0,6.14,6.12,3.81,3457
92306,1.01,Good,E,SI2,63.7,59.0,6.33,6.3,4.02,4460
21775,1.61,Premium,H,VS2,61.7,59.0,7.54,7.49,4.64,11021
24556,0.52,Ideal,G,SI1,62.2,56.0,5.14,5.18,3.21,1351
92693,2.01,Very Good,H,SI2,63.1,55.0,7.95,8.01,5.05,14067
46888,0.4,Ideal,D,VS2,62.2,57.0,4.73,4.76,2.96,1020
36327,1.01,Premium,F,VS2,62.3,58.0,6.46,6.42,4.01,6355
69064,0.7,Ideal,G,VS2,60.7,57.0,5.76,5.78,3.49,2980
58022,1.09,Ideal,I,SI2,62.0,55.0,6.57,6.61,4.08,4173
18541,2.01,Ideal,E,SI2,62.3,57.0,8.06,7.99,5.01,14502
